Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,"Prep Males Total""""","Prep Females Total""""","Prep Total""""","Year 1 Males Total""""","Year 1 Females Total""""","Year 1 Total""""","Year 2 Males total""""","Year 2 Females Total""""","Year 2 Total""""","Year 3 Males Total""""","Year 3 Females Total""""","Year 3 Total""""","Year 4 Males Total""""","Year 4 Females Total""""","Year 4 Total""""","Year 5 Males Total""""","Year 5 Females Total""""","Year 5 Total""""","Year 6 Males Total""""","Year 6 Females Total""""","Year 6 Total""""","Primary Ungraded Males Total""""","Primary Ungraded Females Total""""","Primary Ungraded Total""""","Primary Total""""","Year 7 Males Total""""","Year 7 Females Total""""","Year 7 Total""""","Year 8 Males Total""""","Year 8 Females Total""""","Year 8 Total""""","Year 9 Males Total""""","Year 9 Females Total""""","Year 9 Total""""","Year 10 Males Total""""","Year 10 Females Total""""","Year 10 Total""""","Year 11 Males Total""""","Year 11 Females Total""""","Year 11 Total""""","Year 12 Males""""","Year 12 Females""""","Year 12 Total""""","Secondary Ungraded Males Total""""","Secondary Ungraded Females Total""""","Secondary Ungraded Total""""","Secondary Total""""","Grand Total"""""
Catholic,2,715,St Michael's School,Primary,O,8,9,17,6,10,16,7,7,14,9,9,18,1,8,9,7,2,9,5,8,13,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
Catholic,2,724,St Mary's School,Primary,O,13,9,22,12,10,22,13,12,25,10,15,25,9,14,23,11,10,21,18,13,31,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
Catholic,2,726,St Kilian's School,Primary,O,15,24,39,24,16,40,22,22,44,21,20,41,18,21,39,20,24,44,14,12,26,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
Catholic,2,733,Genazzano FCJ College,Pri/Sec,O,0,9,9,0,6,6,0,14,14,0,20,20,0,20,20,0,59,59,0,66,66,0,0,0,194,0,165,165,0,138,138,0,147,147,0,153,153,0,140,140,0,144.6,144.6,0,0,0,887.6,1081.6
Catholic,2,753,St Augustine's School,Primary,O,20,26,46,31,22,53,18,27,45,27,17,44,23,23,46,26,30,56,14,13,27,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317
Catholic,2,782,St Patrick's School,Primary,O,4,9,13,8,17,25,13,6,19,13,10,23,3,11,14,6,7,13,3,7,10,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
Catholic,2,836,St Patrick's School,Primary,O,20,23,43,25,19,44,37,26,63,26,19,45,29,21,50,22,31,53,23,21,44,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342
Catholic,2,840,St Thomas' School,Primary,O,3,6,9,10,11,21,13,11,24,8,15,23,8,10,18,6,4,10,10.2,3,13.2,0,0,0,118.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.2
Catholic,2,841,St Joseph's School,Primary,O,24,26,50,27,27,54,40,22,62,18,33,51,32,28,60,26,27,53,32,34,66,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396
Catholic,2,848,St Joseph's School,Primary,O,21,18,39,28,22,50,17,24,41,25,24,49,28,22,50,22,27,49,15,23,38,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316
Catholic,2,909,St John's School,Primary,O,25,23,48,21,20,41,14,34,48,21,18,39,22,25,47,19,19,38,23,17,40,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301
Catholic,2,914,Our Lady of Mercy College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,206,0,204,204,0,193,193,0,199,199,0,180,180,0,170,170,0,0,0,1152,1152
Catholic,2,915,St Joseph's School,Primary,O,21,30,51,17,33,50,20,30,50,34,18,52,19,24,43,21,20,41,22,12,34,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321
Catholic,2,923,St Brigid's School,Primary,O,23,21,44,24,21,45,16,22,38,22,20,42,20,16,36,18,17,35,15,24,39,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279
Catholic,2,924,St Columba's School,Primary,O,17,23,40,25,23,48,23,24,47,17,27,44,9,22,31,23,30,53,22,28,50,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313
Catholic,2,931,Our Lady Help of Christians School,Primary,O,15,17,32,21,29,50,26,22,48,18,14,32,25,20,45,19,23,42,14,26,40,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
Catholic,2,932,St Anthony's School,Primary,O,15,24,39,13,6,19,15,9,24,13,23,36,11,9,20,11,7,18,10,9,19,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
Catholic,2,935,St Mary's School,Primary,O,16,24,40,17,23,40,19,16,35,20,16,36,19,18,37,22,12,34,22,17,39,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
Catholic,2,937,Sacred Heart School,Primary,O,21,20,41,17,20,37,11,21,32,21,21,42,18,18,36,19,22,41,10,9,19,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248
Catholic,2,950,St Joseph's School,Primary,O,26,15,41,13,20,33,22,15,37,18,21,39,20,22,42,25,12,37,15,25,40,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
Catholic,2,954,St Mary's School,Primary,O,26,23,49,23,29,52,25,27,52,23,28,51,27,29,56,23,25,48,32,23,55,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363
Catholic,2,955,St Joseph's School,Primary,O,8,11,19,8,8,16,6,12,18,2,7,9,12,7,19,2,9,11,7,6,13,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
Catholic,2,956,De La Salle College,Pri/Sec,O,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,26,0,26,28,0,28,0,0,0,71,195,0,195,189,0,189,188,0,188,164,0,164,171,0,171,178,0,178,0,0,0,1085,1156
Catholic,2,962,St Margaret Mary's School,Primary,O,19,9,28,12,10,22,15,16,31,14,11,25,7,7,14,14,9,23,10,8,18,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
Catholic,2,981,St Francis Xavier School,Primary,O,29,23,52,24,27,51,25,22,47,28,24,52,30,22,52,32,19,51,23,24,47,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352
Catholic,2,991,St Laurence O'Toole School,Primary,O,13,19,32,16,13,29,11,17,28,18,18,36,22,19,41,13,12.4,25.4,16,20,36,0,0,0,227.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.4
Catholic,2,999,St Joseph's School,Primary,O,4,11,15,11,13,24,12,8,20,8,7,15,10,8,18,4,4,8,7,2,9,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
Catholic,2,1013,St Brigid's School,Primary,O,27,24,51,23,24,47,26,22,48,26,23,49,21,20,41,25,21,46,22,16,38,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320
Catholic,2,1015,St James School,Primary,O,11,12,23,8,2,10,5,9,14,4,2,6,6,8,14,2,5,7,8,5,13,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
Catholic,2,1024,St Mary's School,Primary,O,23,27,50,24,26,50,29,22,51,23,25,48,16,27,43,16,6,22,8,11,19,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
Catholic,2,1033,Holy Rosary School,Primary,O,14,19,33,26,23,49,24,16,40,26,23,49,17,12,29,15,27,42,16,18,34,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276
Catholic,2,1036,St Aloysius' School,Primary,O,16,11,27,8,8,16,13,5,18,14,5,19,10,3,13,9,12,21,7,8,15,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
Catholic,2,1041,St Anthony's School,Primary,O,19,12,31,21,19,40,27,19,46,24,20,44,18,19,37,14,18,32,18,15,33,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263
Catholic,2,1045,St Joseph's School,Primary,O,21,13,34,25,14,39,18,17,35,19,21,40,22,8,30,13,15,28,25,9,34,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
Catholic,2,1058,St Mary's School,Primary,O,2,4,6,5,2,7,5,6,11,5,3,8,12,7,19,2,7,9,11,3,14,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
Catholic,2,1067,Holy Rosary School,Primary,O,28,20,48,26,23,49,27,18,45,26,16,42,5,16,21,17,16,33,12,14,26,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264
Catholic,2,1070,St Columba's School,Primary,O,8,8,16,11,8,19,12,11,23,14,15,29,9,10,19,8,10,18,16,5,21,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
Catholic,2,1072,Our Lady of the Rosary,Primary,O,18,26,44,16,26,42,23,21,44,23,23,46,14,22,36,17,27,44,18,15,33,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
Catholic,2,1084,St Mary's School,Primary,O,42,49,91,40,32,72,35,41,76,26,24,50,34,33,67,26,26,52,41,29,70,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478
Catholic,2,1097,St Mary's School,Primary,O,8,11,19,14,22,36,4,10,14,12,11,23,12,8,20,9,9,18,11,9,20,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
Catholic,2,1099,St Brendan's School,Primary,O,3,1,4,3,3,6,7,2,9,4,3,7,4,7,11,3,3,6,5,1,6,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
Catholic,2,1101,Our Lady of the Immaculate Conception School,Primary,O,26,26,52,31,23,54,23,31,54,22,28,50,24,33,57,26,23,49,22,19,41,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357
Catholic,2,1108,St Mary's School,Primary,O,15,10,25,13,19,32,20,17,37,13,19,32,16,21,37,8,18,26,24,13,37,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
Catholic,2,1109,St John's School,Primary,O,19,11,30,17,17,34,13,14,27,20,16,36,11,14,25,12,14,26,14,7,21,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199
Catholic,2,1122,St Brigid's College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,29,76,44,37,81,46,49,95,36,33,69,28,34,62,32,34,66,0,0,0,449,449
Catholic,2,1130,St Aloysius' School,Primary,O,1,8,9,6,6,12,3,4,7,5,9,14,7,5,12,6,1,7,1,8,9,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
Catholic,2,1134,St Joan of Arc School,Primary,O,26,26,52,27,26,53,19,33,52,27,26,53,29,23,52,24,27,51,22,28,50,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363
Catholic,2,1136,St John's School,Primary,O,17,18,35,10,15,25,9,15,24,19,23,42,8,12,20,12,10,22,7,10,17,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
Catholic,2,1146,St John's School,Primary,O,15,8,23,19,7,26,19,17,36,15,11,26,5,15,20,18,11,29,12,14,26,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
Catholic,2,1152,St Joseph's School,Primary,O,38,22,60,24,30,54,18,25,43,21,36,57,22,28,50,30,27,57,22,18,40,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361
Catholic,2,1164,Mary Immaculate School,Primary,O,11,7,18,12,10,22,9,9,18,12,18,30,5,12,17,13,13,26,6,17,23,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
Catholic,2,1173,St Joseph's School,Primary,O,5,1,6,3,4,7,4,4,8,8,11,19,5,3,8,4,4,8,5,3,8,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
Catholic,2,1176,Our Lady of Lourdes School,Primary,O,5,8,13,10,14.6,24.6,4.6,5,9.6,6,4,10,5,9,14,11,4,15,2,6,8,0,0,0,94.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.2
Catholic,2,1177,St Joseph's School,Primary,O,2,6,8,6,2,8,2,6,8,2,7,9,0,1,1,4,4,8,3,3,6,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
Catholic,2,1188,St Mary's School,Primary,O,13,8,21,19,11,30,22,17,39,15,9,24,17.6,24,41.6,9,12,21,14.4,15,29.4,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206
Catholic,2,1193,St Therese's School,Primary,O,38,34,72,38,40,78,33,45,78,44,31,75,45,35,80,50,28,78,29,44,73,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
Catholic,2,1196,Sacred Heart School,Primary,O,4,9,13,1,6,7,13,11,24,2,2,4,7,4,11,5,5,10,3,3,6,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
Catholic,2,1206,Our Lady of Good Counsel School,Primary,O,32,20,52,19,18,37,27,27,54,20,19,39,31,24,55,21,14,35,8,16,24,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296
Catholic,2,1212,St Kevin's School,Primary,O,8,10,18,20,15,35,4,19,23,13,13,26,8,20,28,9,14,23,10,9,19,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
Catholic,2,1217,St Joseph's School,Primary,O,29,23,52,23,29,52,24,28,52,39,35,74,33,25,58,25,23,48,23.2,32,55.2,0,0,0,391.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.2
Catholic,2,1221,St Finbar's School,Primary,O,29,19,48,27,24,51,23,21,44,28,24,52,20,32,52,20,27,47,16,23,39,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333
Catholic,2,1226,Loreto Mandeville Hall,Pri/Sec,O,0,17,17,0,19,19,0,20,20,0,39,39,0,55,55,0,78,78,0,83,83,0,0,0,311,0,141,141,0,139,139,0,103,103,0,109,109,0,126,126,0,116,116,0,0,0,734,1045
Catholic,2,1229,St Dominic's School,Primary,O,17,11,28,25,25,50,24,26,50,29,19,48,23,17,40,8,17,25,14,23,37,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
Catholic,2,1231,St Mary's School,Primary,O,20,26,46,26,24,50,23,26,49,21,24,45,15,32,47,13,20,33,9,24,33,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303
Catholic,2,1252,Holy Rosary School,Primary,O,2,9,11,5,8,13,9,7,16,7,14,21,5,3,8,6,6,12,4,6,10,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
Catholic,2,1253,St Mary's School,Primary,O,9.4,8,17.4,4,8,12,6,4,10,3,11,14,5,5,10,7,9,16,3,4,7,0,0,0,86.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.4
Catholic,2,1260,St Joseph's School,Primary,O,9,12,21,21,10,31,11,9,20,11,11,22,14,12.6,26.6,12,19,31,15,8,23,0,0,0,174.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.6
Catholic,2,1265,St Fidelis' School,Primary,O,27,18,45,31,22,53,26,20,46,27,23,50,22,35,57,11,19,30,25,30,55,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336
Catholic,2,1272,St Francis Xavier's School,Primary,O,26,23,49,25,25,50,13,25,38,32,20,52,26,27,53,25,21,46,23,24,47,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335
Catholic,2,1273,St Mary's School,Primary,O,22,27,49,22,17,39,23,25,48,15,16,31,18,24,42,16,20,36,10,14,24,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
Catholic,2,1275,Our Lady Help of Christians School,Primary,O,12,13,25,20,15,35,17,22,39,13,17,30,15,15,30,17,9,26,16,25,41,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
Catholic,2,1277,Our Lady of the Sacred Heart School,Primary,O,3,15,18,12,13,25,26,10,36,12,10,22,10,15,25,11,13,24,13,9,22,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
Catholic,2,1280,St Francis Xavier School,Primary,O,14,6,20,9,15,24,9,12,21,5,18,23,10,11,21,10,13,23,13,10,23,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
Catholic,2,1287,Our Lady of Sion College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,166,0,162,162,0,154,154,0,146,146,0,156,156,0,121,121,0,0,0,905,905
Catholic,2,1289,St Gabriel's School,Primary,O,10,12,22,11,13,24,16,7,23,15,13,28,9,10,19,6,10,16,10,15,25,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
Catholic,2,1291,St Paul's School,Primary,O,29,20,49,35,21,56,31,25,56,35,21,56,27,28,55,22,28,50,26,23,49,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371
Catholic,2,1292,St Joseph's School,Primary,O,12,11,23,9,10,19,11,8,19,12,11,23,15,15,30,14,9,23,17,9,26,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
Catholic,2,1299,Salesian College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,106,222,120,104,224,131,104,235,115,73,188,89,92,181,73,98,171,0,0,0,1221,1221
Catholic,2,1301,St Patrick's School,Primary,O,13,3,16,10,11,21,9,2,11,5,13,18,7,11,18,9,8,17,5,6,11,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
Catholic,2,1309,St Joseph's School,Primary,O,11,10,21,10,11,21,1,10,11,8,8,16,5,3,8,8,5,13,8,5,13,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
Catholic,2,1310,St Patrick's School,Primary,O,25,25,50,43,19,62,34,24,58,33,26,59,29,28,57,19,23,42,22,25,47,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375
Catholic,2,1311,St Roch's School,Primary,O,18,14,32,10,13,23,14,10,24,8,15,23,9,9,18,8,3,11,7,4,11,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
Catholic,2,1312,Holy Eucharist School,Primary,O,9,1.8,10.8,11,13,24,2,0,2,13,9,22,4,6,10,9,6,15,3,6,9,0,0,0,92.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.8
Catholic,2,1328,St Anne's School,Primary,O,12,9,21,19,15,34,17,12,29,21,14,35,21,15,36,7,15,22,13,10,23,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
Catholic,2,1342,Our Lady of Perpetual Help School,Primary,O,24,20,44,28,19,47,21,23,44,26,27,53,31,23,54,19,20,39,20,19,39,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320
Catholic,2,1343,St Francis Xavier's School,Primary,O,26,31.4,57.4,29,22,51,32,32,64,23,35,58,34,39,73,16,32,48,38,28,66,0,0,0,417.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.4
Catholic,2,1347,St Joseph's School,Primary,O,18,19,37,20,15,35,18,12.2,30.2,20,12,32,11,16,27,6,11,17,10,14,24,0,0,0,202.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.2
Catholic,2,1354,St Cecilia's School,Primary,O,8,18,26,14,15,29,28,20,48,19,22,41,21,12,33,10,13,23,12,10,22,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Catholic,2,1368,St Joseph's School,Primary,O,19,24,43,29,22,51,21,29,50,34,16,50,21,25,46,9,20,29,11,10,21,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290
Catholic,2,1373,St Joseph's School,Primary,O,7,5,12,6,8,14,4,10,14,6,6,12,8,8,16,7,2,9,8,6,14,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
Catholic,2,1383,St Peter's School,Primary,O,39,26,65,23,23,46,20,29,49,35,39,74,35,43,78,26,31,57,43,28,71,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440
Catholic,2,1386,Santa Maria College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,164,0,171,171,0,164,164,0,155,155,0,129,129,0,139,139,0,0,0,922,922
Catholic,2,1393,Sacred Heart School,Primary,O,21,22,43,17,26,43,20,23,43,22,22,44,22,28,50,15,20,35,23,25.2,48.2,0,0,0,306.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.2
Catholic,2,1398,St Mark's School,Primary,O,16,7,23,6,15,21,13,11,24,10,18,28,11,21,32,6,8,14,14,16,30,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
Catholic,2,1406,St John the Baptist School,Primary,O,9,9,18,16,13,29,11,11,22,15,12,27,17,8,25,16,14,30,19,19,38,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
Catholic,2,1407,St John's School,Primary,O,10,10,20,13.2,14,27.2,17,10,27,8,11,19,12,17,29,9,3.4,12.4,9,16,25,0,0,0,159.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.6
Catholic,2,1408,St Mary's School,Primary,O,36,27,63,29,27,56,34,23,57,25,34,59,25,17,42,28,24,52,25,14,39,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368
Catholic,2,1412,St Raphael's School,Primary,O,22,23,45,13,32,45,21,22,43,19,21,40,18,11,29,24,19,43,22,18,40,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
Catholic,2,1415,St Kevin's College,Pri/Sec,O,41,0,41,51,0,51,47,0,47,53,0,53,54,0,54,111,0,111,117,0,117,0,0,0,474,261,0,261,235,0,235,256,0,256,251,0,251,253,0,253,254.5,0,254.5,0,0,0,1510.5,1984.5
Catholic,2,1416,St John the Baptist's School,Primary,O,15,17,32,11,19,30,12,15,27,15,14,29,14,15,29,13,19,32,16,17,33,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
Catholic,2,1422,St Vincent de Paul's School,Primary,O,27,26,53,31,36,67,36,32,68,32,23,55,37,37,74,27,27,54,27,27,54,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425
Catholic,2,1425,St Joseph's College Newtown,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.2,0,304.2,307.4,0,307.4,276,0,276,273,0,273,261,0,261,206,0,206,0,0,0,1627.6,1627.6
Catholic,2,1429,St Joseph's School,Primary,O,45,40,85,40,42,82,49,45,94,54,40,94,52,45,97,58,56,114,58,49,107,0,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673
Catholic,2,1431,St Bede's College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,251,250,0,250,222,0,222,230,0,230,303,0,303,258,0,258,0,0,0,1514,1514
Catholic,2,1438,Holy Name School,Primary,O,26,22,48,21,27,48,27,23,50,21,21,42,20,24,44,30,34,64,23,18,41,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337
Catholic,2,1445,Siena College Ltd,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,146,0,135,135,0,147,147,0,102,102,0,110,110,0,101,101,0,0,0,741,741
Catholic,2,1459,St Bernard's School,Primary,O,18,10,28,18,16,34,22,18,40,14,20,34,21,15,36,16,23,39,20,23,43,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254
Catholic,2,1461,St Benedict's School,Primary,O,14,7,21,14,8,22,13,17,30,14,15,29,18.4,8,26.4,9,9,18,16,14,30,0,0,0,176.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.4
Catholic,2,1465,St Oliver Plunkett's School,Primary,O,37,27,64,30,21,51,24,27,51,24,24,48,20,30,50,20,23,43,30,22,52,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359
